x coord, y coord, z coord, scalar
-2.4000000953674316, -2.4000000953674316, -2.4000000953674316, 2.1546703681095067
-2.4000000953674316, -2.4000000953674316, 0.019999980926513672, 1.394083726789498
-2.4000000953674316, -2.4000000953674316, 2.440000057220459, 2.1788346546392674
-2.4000000953674316, 0.019999980926513672, -2.4000000953674316, 1.3940173274269554
-2.4000000953674316, 0.019999980926513672, 0.019999980926513672, 0.3999606130315592
-2.4000000953674316, 0.019999980926513672, 2.440000057220459, 1.4225763960504068
-2.4000000953674316, 2.440000057220459, -2.4000000953674316, 2.1772101601323897
-2.4000000953674316, 2.440000057220459, 0.019999980926513672, 1.422367944352894
-2.4000000953674316, 2.440000057220459, 2.440000057220459, 2.2013743794882714
0.019999980926513672, -2.4000000953674316, -2.4000000953674316, 1.3940725675511931
0.019999980926513672, -2.4000000953674316, 0.019999980926513672, 0.3999997137888434
0.019999980926513672, -2.4000000953674316, 2.440000057220459, 1.4225763962444358
0.019999980926513672, 0.019999980926513672, -2.4000000953674316, 0.4000388145072975
0.019999980926513672, 0.019999980926513672, 0.019999980926513672, -1.965343832665809
0.019999980926513672, 0.019999980926513672, 2.440000057220459, 0.44003873821338857
0.019999980926513672, 2.440000057220459, -2.4000000953674316, 1.4220239975041076
0.019999980926513672, 2.440000057220459, 0.019999980926513672, 0.43996053682310743
0.019999980926513672, 2.440000057220459, 2.440000057220459, 1.450583066127559
2.440000057220459, -2.4000000953674316, -2.4000000953674316, 2.1772101601323897
2.440000057220459, -2.4000000953674316, 0.019999980926513672, 1.422367944352894
2.440000057220459, -2.4000000953674316, 2.440000057220459, 2.2013744466621503
2.440000057220459, 0.019999980926513672, -2.4000000953674316, 1.4220792375662654
2.440000057220459, 0.019999980926513672, 0.019999980926513672, 0.439999637518248
2.440000057220459, 0.019999980926513672, 2.440000057220459, 1.4506383061897168
2.440000057220459, 2.440000057220459, -2.4000000953674316, 2.1997499521552726
2.440000057220459, 2.440000057220459, 0.019999980926513672, 1.45065216191629
2.440000057220459, 2.440000057220459, 2.440000057220459, 2.2239141715111543
